2,5,2,998,676
2,5,2.2,1000,802
2,5,2.4,999,912
2,5,2.6,1000,960
2,5,2.8,1000,986
2,5,3,1000,997
2,5,3.2,1000,1000
2,5,3.4,1000,999
2,5,3.6,1000,1000
2,5,3.8,1000,1000
2,5,4,1000,1000
2,5,4.2,1000,1000
2,5,4.4,1000,1000
2,5,4.6,1000,1000
2,5,4.8,1000,1000
2,5,5,1000,1000
2,10,2,1000,630
2,10,2.2,1000,827
2,10,2.4,999,939
2,10,2.6,1000,986
2,10,2.8,1000,995
2,10,3,1000,1000
2,10,3.2,1000,1000
2,10,3.4,1000,1000
2,10,3.6,1000,1000
2,10,3.8,1000,1000
2,10,4,1000,1000
2,10,4.2,1000,1000
2,10,4.4,1000,1000
2,10,4.6,1000,1000
2,10,4.8,1000,1000
2,10,5,1000,1000
2,15,2,999,618
2,15,2.2,1000,866
2,15,2.4,1000,968
2,15,2.6,1000,995
2,15,2.8,1000,999
2,15,3,1000,1000
2,15,3.2,1000,1000
2,15,3.4,1000,1000
2,15,3.6,1000,1000
2,15,3.8,1000,1000
2,15,4,1000,1000
2,15,4.2,1000,1000
2,15,4.4,1000,1000
2,15,4.6,1000,1000
2,15,4.8,1000,1000
2,15,5,1000,1000
2,20,2,1000,602
2,20,2.2,1000,857
2,20,2.4,1000,974
2,20,2.6,1000,995
2,20,2.8,1000,999
2,20,3,1000,1000
2,20,3.2,1000,1000
2,20,3.4,1000,1000
2,20,3.6,1000,1000
2,20,3.8,1000,1000
2,20,4,1000,1000
2,20,4.2,1000,1000
2,20,4.4,1000,1000
2,20,4.6,1000,1000
2,20,4.8,1000,1000
2,20,5,1000,1000
2,25,2,1000,583
2,25,2.2,1000,905
2,25,2.4,1000,985
2,25,2.6,1000,999
2,25,2.8,1000,1000
2,25,3,1000,1000
2,25,3.2,1000,1000
2,25,3.4,1000,1000
2,25,3.6,1000,1000
2,25,3.8,1000,1000
2,25,4,1000,1000
2,25,4.2,1000,1000
2,25,4.4,1000,1000
2,25,4.6,1000,1000
2,25,4.8,1000,1000
2,25,5,1000,1000
2,30,2,1000,565
2,30,2.2,1000,896
2,30,2.4,1000,991
2,30,2.6,1000,1000
2,30,2.8,1000,1000
2,30,3,1000,1000
